One of the best swashbucklers ever.|Fresh
A rousing and fun popcorn movie of the highest order.|Fresh
A rousing, high-spirited family entertainment rightly regarded as one for the ages. [Blu-ray]|Fresh
A swashbuckling adventure is more than ever a swashbuckling treasure. (Blu-ray Edition)|Fresh
...the quintessential movie swashbuckler.|Fresh
Michael Curtiz's adventure, one of the most enjoyable swashbuckling epics made, flaunting star Errol Flynn at his very best, deservedly won several Oscar Awards, including editing for Dawson and music score for Korngold.|Fresh
|Fresh
|Fresh
Errol Flynn buckles his swashes in this classic historical adventure.|Fresh
Peerless action-adventure romp from the Golden Age of Hollywood.|Fresh
One of the best swashbucklers ever.|Fresh
A rousing and fun popcorn movie of the highest order.|Fresh
A rousing, high-spirited family entertainment rightly regarded as one for the ages. [Blu-ray]|Fresh
A swashbuckling adventure is more than ever a swashbuckling treasure. (Blu-ray Edition)|Fresh
...the quintessential movie swashbuckler.|Fresh
Michael Curtiz's adventure, one of the most enjoyable swashbuckling epics made, flaunting star Errol Flynn at his very best, deservedly won several Oscar Awards, including editing for Dawson and music score for Korngold.|Fresh
|Fresh
|Fresh
Errol Flynn buckles his swashes in this classic historical adventure.|Fresh
Peerless action-adventure romp from the Golden Age of Hollywood.|Fresh
Warner's two-disc Special Edition finally brings the movie home in 65th-anniversary style with an all-new restoration, a first-rate transfer, and restored audio elements. Simply put, the film is gorgeous.|Fresh
[Flynn] catapults across the screen with the greatest of ease, exuding so much charm and confidence that he seems to klieg-light the film all by himself.|Fresh
A flawless swashbuckler!|Fresh
Superb Flynn adventure in every way.|Fresh
|Fresh
|Fresh
|Fresh
The Technicolor transfer of this 1938 swashbuckling classic is breathtaking. It looks as if the first print of the film was struck 24 hours ago.|Fresh
The archetypal Hollywood swashbuckler… everything big-screen derring-do should be: rousing, lighthearted, witty, romantic, colorful, moralistic, and richly satisfying… [Flynn is] the quintessential Robin Hood, jaunty, dashing, and fearless.|Fresh
it's a 65-year-old classic that still holds its rank as a movie among movies|Fresh
Fast-paced and loose, this 120-minute production concentrates mostly on fun, energy and high spirits.|Fresh
It is exhilarating because the film is, of course, one of the all-time great adventures and one of the most thoroughly entertaining movies ever made.|Fresh
Its purity of heart and purpose make it sheer, infectious fun.|Fresh
Movie pageantry at its best, done in the grand manner of silent spectacles, brimming over with the sort of primitive energy that drew people to the movies in the first place.|Fresh
An entertaining 100 minutes that's well worth the price of admission, even if it's flawed in several respects.|Fresh
Few storybooks have been more brilliantly brought to life, page for page, chapter for chapter, derring-do for derring-do.|Fresh
|Fresh
|Fresh
The Adventures of Robin Hood shows the studio system could produce works of pure energy and joy.|Fresh
One of the most thrilling adventures ever put on film, every frame, performance, music theme, and line a masterpiece.|Fresh
Wanna smile? A lot? Rent this movie.|Fresh
The classic swashbukler. They don't get better than this|Fresh
|Fresh
There are classics and then there are Classics. This one's required viewing for any self-respecting movie geek.|Fresh
In every department, the offer is flawless and under all conditions cannot miss skyrocketing to tremendous grosses.|Fresh
Perhaps the quintessential Errol Flynn vehicle...|Fresh
The Adventures of Robin Hood (1938) is noted as one of the greatest, most colorful costume dramas, swashbucklers, and adventure films in film history.|Fresh
A wonderful fairy tale of a movie with delightful, cartoonish figures.|Fresh
This is one of the truly great adventure films of all time, and features a terrific performance by the perfectly cast Flynn.|Fresh
