For the most part, Lee and company still manage to coax solid laughs and to give the grim facts the gravity they deserve.|Fresh
This one, thankfully, boasts some welcome new cast members (including the rapper Common and Nicki Minaj), a new director in Malcolm D Lee (the cousin of Spike), and a fearless approach to difficult subjects.|Fresh
It's like a PG-13, dad version of Chi-Raq. The message, if a little preachy and a little schmaltzy, is also worthy and well-meant.|Fresh
The barbs are scissor-sharp, making this a threequel that delivers what you want while throwing in some surprises.|Fresh
Barbershop: The Next Cut brings topical social issues into the narrative but only starts meaningful conversations without genuinely pushing them forward.|Rotten
The best of the Barbershop quartet (following 2002's Barbershop, 2004's Barbershop: Back in Business, and 2005's Beauty Shop), Barbershop: The Next Cut offers more laughs and more meaningful commentary than previous installments in the series.|Fresh
The first one to really get a semblance of the first movie's charm back. It's easily the best of the sequels.|Fresh
Third time's a charm for Ice Cube & company!|Fresh
"Like its predecessors, the third in the ""Barbershop"" series is rough around the edges, by turns funny, jubilant and sentimental, sometimes forced, but rarely phony."|Fresh
For all the jibes, silly feuds, romances and dancing, it is their decision to take a stand against the violence that impresses most, and their disillusionment with a President they hoped would bring change that stays with you.|Fresh
For the most part, Lee and company still manage to coax solid laughs and to give the grim facts the gravity they deserve.|Fresh
This one, thankfully, boasts some welcome new cast members (including the rapper Common and Nicki Minaj), a new director in Malcolm D Lee (the cousin of Spike), and a fearless approach to difficult subjects.|Fresh
It's like a PG-13, dad version of Chi-Raq. The message, if a little preachy and a little schmaltzy, is also worthy and well-meant.|Fresh
The barbs are scissor-sharp, making this a threequel that delivers what you want while throwing in some surprises.|Fresh
Barbershop: The Next Cut brings topical social issues into the narrative but only starts meaningful conversations without genuinely pushing them forward.|Rotten
The best of the Barbershop quartet (following 2002's Barbershop, 2004's Barbershop: Back in Business, and 2005's Beauty Shop), Barbershop: The Next Cut offers more laughs and more meaningful commentary than previous installments in the series.|Fresh
The first one to really get a semblance of the first movie's charm back. It's easily the best of the sequels.|Fresh
Third time's a charm for Ice Cube & company!|Fresh
"Like its predecessors, the third in the ""Barbershop"" series is rough around the edges, by turns funny, jubilant and sentimental, sometimes forced, but rarely phony."|Fresh
For all the jibes, silly feuds, romances and dancing, it is their decision to take a stand against the violence that impresses most, and their disillusionment with a President they hoped would bring change that stays with you.|Fresh
What really makes this latest trip to the Barbershop a cut above most comedies is that it manages to be both powerful and timely, without being preachy.|Fresh
The film does have a certain heart, but I can't be the only one hoping not to see a Barbershop 4, whatever the obvious temptation to complete a quartet.|Rotten
It's harmless stuff although the swerve into gritty social justice may not win it many fans among a fanbase more concerned with blow-dries than drive-bys.|Rotten
In short, it may have been a long time (12 years) coming, but Barbershop 3 is much better than expected.|Fresh
An inspiring film about a black South Side community that decides to take a stand against gang violence.|Fresh
A daring and admirable comedy that never loses its sense of humor even when it tackles tough subjects that other films wouldn't dare to address.|Fresh
A durably funny comedy that balances a likable cast and has something to say about its subject, even if it's not something especially groundbreaking. (Splice Today)|Fresh
For a third installment in a series, Barbershop: The Next Cut feels just as original and relevant as if this were the first one.|Fresh
The funniest in the franchise.|Fresh
