Christopher Nolan's precision-engineered war epic has a stopwatch where a heart should be|Fresh
It possesses many of the virtues and vices of Steven Spielberg's epics, wrapped in a Union flag instead of the Stars and Stripes. It looks terrific, though it is noisier than any battle I have ever attended. It contains some adequate acting...|Fresh
It's a stunning film that ranks among the best of both his own filmography and the genre as a whole.|Fresh
It's an experience you won't soon forget.|Fresh
[Dunkirk] is one of the best war movies of the 21st century.|Fresh
A distinguished and unpretentious epic war film whose outcome is powerful and sublime.|Fresh
An excellent addition to Nolan's filmography. [Full Review in Spanish]|Fresh
We walk out not with an irrational feeling of hope, or the blinding high of redemption. We aren't supposed to. The Miracle of Dunkirk is, by nature, not the definitive page of history...|Fresh
Dunkirk is gripping, tense, flawlessly crafted, emotionally exhausting, and genuinely unforgettable.|Fresh
Dunkirk is the masterwork Christopher Nolan's career has been building towards.|Fresh
Christopher Nolan's precision-engineered war epic has a stopwatch where a heart should be|Fresh
It possesses many of the virtues and vices of Steven Spielberg's epics, wrapped in a Union flag instead of the Stars and Stripes. It looks terrific, though it is noisier than any battle I have ever attended. It contains some adequate acting...|Fresh
It's a stunning film that ranks among the best of both his own filmography and the genre as a whole.|Fresh
It's an experience you won't soon forget.|Fresh
[Dunkirk] is one of the best war movies of the 21st century.|Fresh
A distinguished and unpretentious epic war film whose outcome is powerful and sublime.|Fresh
An excellent addition to Nolan's filmography. [Full Review in Spanish]|Fresh
We walk out not with an irrational feeling of hope, or the blinding high of redemption. We aren't supposed to. The Miracle of Dunkirk is, by nature, not the definitive page of history...|Fresh
Dunkirk is gripping, tense, flawlessly crafted, emotionally exhausting, and genuinely unforgettable.|Fresh
Dunkirk is the masterwork Christopher Nolan's career has been building towards.|Fresh
Dunkirk may be short on words but it is not short on brilliance. And despite the tiny boats, big ships, darting planes, lumbering lorries and repeated identical queues, Nolan's spotlight shines on humanity in all its bravery and mundanity.|Fresh
This is one heck of a stunning war picture.|Fresh
"Christopher Nolan cements his directorial seal on the historical drama genre with ""Dunkirk,"" a sweeping World War II film unlike anything you've ever seen before."|Fresh
Dunkirk is a intense film with beautiful visuals, an equally beautiful score by Hans Zimmer and director in Christopher Nolan that is at the top of his game both narratively and visually.|Fresh
At its best, a visceral and immediate experience; unlike almost anything Nolan has done, is devoid of the operation of deciphering and understanding. [Full review in Spanish]|Fresh
Nolan always makes films that engage the brain as much as any other faculty, and here, we see a film that is as visceral and experiential as anything he's ever done.|Fresh
Christopher Nolan has once again out-performed expectations to deliver a film which isn't just an experience, it is a work of art.|Fresh
Dunkirk is both the quietest and loudest of Christopher Nolan's films.|Fresh
Oblivious at best and propaganda at worst, Dunkirk is admittedly a sensory feast but one that leaves me concerned about its palpable nostalgia for an era before women's liberation and civil rights movements.|Rotten
This is a story that needed to be told in a way that only Christopher Nolan can bring, and his non-linear style only enhances my desire for multiple viewings.|Fresh
Dunkirk depicts World War II with barely an ounce of jingoism for maximum emotional effect.|Fresh
Nolan doesn't seem interested in dazzling us with mind bending ideas or twisty plots. Instead, he offers us a glimpse into the days and hours that the soldiers and civilians who were involved in the Battle of Dunkirk...|Fresh
Nolan's sole conceit is to create an industrial ode to the chaos of warfare, but I'd take Terrence Malick's anti-war ode, The Thin Red Line, over this, any day of the week.|Rotten
Dunkirk wants to go out of its way to avoid war movie cliches until it doesn't, at which point it embraces nearly all of them.|Rotten
Dunkirk is about heroism and the myriad forms that heroism can take.|Fresh
Coming at the tail end of a summer season that's been long on bombast and short on substance, Dunkirk is a welcome salve to franchise fatigue, and one of the best movies of the year.|Fresh
I sincerely wish I'd liked it more.|Fresh
There's a method here more polished than in any of Nolan's previous work.|Fresh
unkirk represents Christopher Nolan working on a scale that matches his grandiose ambitions but doesn't fall into some of his weaker tendencies, such as loads and loads of expository dialogue and lengthy running times.|Fresh
With a minimal but very memorable score from Hans Zimmer pulsating throughout, Nolan has crafted a film that captures the brutality of battle and the fears of these people who were fighting for their survival -- as well as their respective countries.|Fresh
