The sea is as important as the island in this elemental film.|Fresh
"The Dutch post-punk band the Ex titled one of their albums ""History's What's Happening Now."" I'm sure that's the same point [Director Gianfranco] Rosi intended to make, but something got lost in translation."|Fresh
"Rosi instils ""Fire at Sea"" with a naturalist rhythm that echoes the ebb and flow of the tides, with their waves breaking over Lambedusa's minimally-lit shoreline."|Fresh
Italy's treatment of refugees shows that the country of pasta and pizza has more soul that our current administration here in the U.S.|Fresh
The film raises more questions about collective coping than it answers, yet it's the deft contrast between these parallel blades of Rosi's double-edged sword that ultimately pierces.|Fresh
Despite the grim nature of its subject, Rosi's film is starkly beautiful.|Fresh
Eritrean-Italian filmmaker Gianfranco Rosi shot his fifth documentary, Fire at Sea (Fuocoammare), with such care that it often feels more like a narrative feature than a nonfiction film.|Fresh
Rosi celebrates the harsh beauty of the island in many long shots, as well as the humanity and patience of the islanders.|Fresh
The ongoing crisis is mediated by technology, but those involved have the simplest of rituals and hopes, and the film's observational focus - stripped of narration and a score - builds into a compelling experience.|Fresh
A documentary structured as a warm and avant-garde album of glittering images to slow political-poetic fire. [Full review in Spanish]|Fresh
The sea is as important as the island in this elemental film.|Fresh
"The Dutch post-punk band the Ex titled one of their albums ""History's What's Happening Now."" I'm sure that's the same point [Director Gianfranco] Rosi intended to make, but something got lost in translation."|Fresh
"Rosi instils ""Fire at Sea"" with a naturalist rhythm that echoes the ebb and flow of the tides, with their waves breaking over Lambedusa's minimally-lit shoreline."|Fresh
Italy's treatment of refugees shows that the country of pasta and pizza has more soul that our current administration here in the U.S.|Fresh
The film raises more questions about collective coping than it answers, yet it's the deft contrast between these parallel blades of Rosi's double-edged sword that ultimately pierces.|Fresh
Despite the grim nature of its subject, Rosi's film is starkly beautiful.|Fresh
Eritrean-Italian filmmaker Gianfranco Rosi shot his fifth documentary, Fire at Sea (Fuocoammare), with such care that it often feels more like a narrative feature than a nonfiction film.|Fresh
Rosi celebrates the harsh beauty of the island in many long shots, as well as the humanity and patience of the islanders.|Fresh
The ongoing crisis is mediated by technology, but those involved have the simplest of rituals and hopes, and the film's observational focus - stripped of narration and a score - builds into a compelling experience.|Fresh
A documentary structured as a warm and avant-garde album of glittering images to slow political-poetic fire. [Full review in Spanish]|Fresh
It's a stirring testament to humanity when the patient voice of the marine patrol addresses the panicked refugees on their boat's radio.|Fresh
The end result is transporting, but also moving; it's a wake-up call, asking us to think about how much attention we really pay to what's around us, and - perhaps more importantly - what to do about it?|Fresh
A current, unmissable and noisy film, not because of what you will hear, but because of its outrageous repercussions, that maybe someday they will reach the right ears. [Full review in Spanish]|Fresh
A reflexive and hard critic that becomes a necessary instrument to show the prevailing level of dehumanization in society. [Full review in Spanish]|Fresh
Demolishing and poetic, hard and intelligent. Rosi's work moves away from sentimentalism and obvious narrative resources to build a free and unconventional documentary. [Full review in Spanish]|Fresh
A film in which the aesthetic probably devours some of the impact but the serious, inmediate and mortal problems are clearly exposed. [Full review in Spanish]|Fresh
This is a documentary about two different things, connected by a single thread. The only thing connecting these two stories is a doctor, Pietro Bartolo. He treats both the residents of Lampedusa, and he treats the refugees as well.|Rotten
A film that manages to establish a dichotomy between the peaceful life of the inhabitants of Lampedusa, and the tragedy of whole families who desperately seek a better life. [Full review in Spanish]|Fresh
[A] potent near-parable of a documentary.|Fresh
Rosi offers a simple, stark contrast between quiet moments of everyday life and tragedy as mass fleeing results in sunken boats, horrific injuries and death.|Fresh
Fire at Sea is the kind of film that, without ever seeming to harass or harangue the viewer, could well change minds and save lives; a small film, certainly, but no mean feat.|Fresh
An uncommonly observant film.|Fresh
Rosi moves in and out of stories. The pastoral life of the island is apart from the humanity crashing to the shore. The images he finds are bold, from the gentle to the dire. [H]ope is in limited supply,contrasting with the seawater that seems limitless.|Fresh
Observant and poignant documentary.|Fresh
"The relatively normal lives of the locals are contrasted by the frantic attempts of the desperate refugees to reach the ""promised land."""|Fresh
It looks and moves like a clearheaded observational drama but is devastatingly, inescapably real.|Fresh
