Catherine Frot's performance as the titular title character is notable and layered, and the film provides a wonderful supporting cast.|Fresh
What keeps this together is the glowing, sensitive performance from Catherine Frot (The Page Turner), who plays the deluded singer with an earnest grace.|Fresh
Catherine Frot is heartbreakingly wonderful as Marguerite Dumont, whose love of opera is passionate and sincere and yet whose talent for it is close to zero.|Fresh
Marguerite offers pathos bathed in luxury and delusion with a hint of compassion.|Fresh
[Catherine Frot's] so charismatic-and so brimming with commendable, borderline pathological self-regard-that this imaginary person made me want to retract every real, deservedly bad review I've ever written.|Fresh
An elegant film that always maintains the pathetic case of Margarita's vocation in the thin line that separates the corrosive mood of tenderness as a strong feeling. [Full review in Spanish]|Fresh
Because of Mpunga and Frot, Marguerite is a pleasant and emotive experience.|Fresh
By the end, [Marguerite will] have you crying like Pagliacci.|Fresh
It's handsomely turned out in its monochrome palette, and Marguerite's big numbers remain reliably amusing, Frot mangling her standards like a sham-dram Liza or Barbra while Marcon tersely clutches his hunting rifle in the wings.|Fresh
As Dumont, Catherine Frot grasps the character's tragic essence... Whether the director fully supports Frot's empathy, however, is more difficult to assess.|Rotten
Catherine Frot's performance as the titular title character is notable and layered, and the film provides a wonderful supporting cast.|Fresh
What keeps this together is the glowing, sensitive performance from Catherine Frot (The Page Turner), who plays the deluded singer with an earnest grace.|Fresh
Catherine Frot is heartbreakingly wonderful as Marguerite Dumont, whose love of opera is passionate and sincere and yet whose talent for it is close to zero.|Fresh
Marguerite offers pathos bathed in luxury and delusion with a hint of compassion.|Fresh
[Catherine Frot's] so charismatic-and so brimming with commendable, borderline pathological self-regard-that this imaginary person made me want to retract every real, deservedly bad review I've ever written.|Fresh
An elegant film that always maintains the pathetic case of Margarita's vocation in the thin line that separates the corrosive mood of tenderness as a strong feeling. [Full review in Spanish]|Fresh
Because of Mpunga and Frot, Marguerite is a pleasant and emotive experience.|Fresh
By the end, [Marguerite will] have you crying like Pagliacci.|Fresh
It's handsomely turned out in its monochrome palette, and Marguerite's big numbers remain reliably amusing, Frot mangling her standards like a sham-dram Liza or Barbra while Marcon tersely clutches his hunting rifle in the wings.|Fresh
As Dumont, Catherine Frot grasps the character's tragic essence... Whether the director fully supports Frot's empathy, however, is more difficult to assess.|Rotten
Marguerite's unspeakable voice is counterpointed by cinematographer Glynn Speeckaert's exquisitely composed tableaux. And the denouement yields more than one surprise.|Fresh
It may be a little conventional, but the main character is too fascinating. [Full review in Spanish]|Fresh
Marguerite is a cruel and yet noble comedy. [Full review in Spanish]|Fresh
Director Xavier Giannoli stays away from the extravagance of the main character and creates a more faithful portrait. [Full review in Spanish]|Fresh
Giannoli keeps the story with a fun and friendly tone. [Full review in Spanish]|Fresh
An irregular tale about frustration, loneliness and lies. [Full review in Spanish]|Fresh
Smart, moving and fun. [Full review in Spanish]|Fresh
An entertaining movie with detailed production design and good performances. [Full review in Spanish]|Fresh
A story that looks like a comedy, but it's really a tragedy. [Full review in Spanish]|Fresh
Beautifully performed and sumptuously shot, Marguerite is a dramatic delight - amusing, moving and, above all, entertaining.|Fresh
A satire that Xavier Giannoli takes to its limits. [Full review in Spanish]|Fresh
It manages to balance loud comedy with an intimate drama. [Full review in Spanish]|Fresh
An exciting story transformed into a romantic comedy of sorts with some surreal moments. [Full review in Spanish]|Fresh
A passionate film. For its subject and how it explores it. [Full review in Spanish]|Fresh
A fun and particular reflection about art. Opera in this case. [Full review in Spanish]|Fresh
Something at once comic and surprisingly thoughtful -- a work of great delicacy and generosity. There's a magical, almost luminous, quality to Frot's portrayal.|Fresh
A film of chaste passion and (admittedly misplaced) artistic devotion. There is something rather touching and maybe even inspiring about the portrait that emerges.|Fresh
"""Marguerite"" tells us that if we work hard and believe in ourselves, we can achieve our dreams. Even if we stink."|Fresh
Catherine Frot is exceptional in the lead in the most literal sense of the word: she's the exception to an otherwise awful movie.|Rotten
Even if Madame Marguerite has some flaws, its virtues stand out with a better result. [Full review in Spanish]|Fresh
The tragicomic reasons for Marguerite's pitch-imperfect warblings are beautifully communicated to the audience by the irresistible Frot.|Fresh
Xavier Giannoli hasn't settled for lavish and funny alone but has also aimed high to make his film surprisingly deep.|Fresh
This could be a weird or sad tale, but it is so well done that, unlike Marguerite's voice, it is more or less pitch perfect.|Fresh
Frot gives Marguerite a grandeur, but also an anxious, lost quality, emphasised by Glynn Speeckaert's cinematography with its heavy shadows and tendency to isolate Frot in the middle of the wide screen.|Fresh
It's a tale of great sadness -- about somebody enchanted by a world she's forever barred from entering.|Fresh
