... at times I seemed to be seeing some kind of tribute to the adventures of Indiana Jones... [Full review in Spanish]|Fresh
Imagine Oliver Twist meets Jules Verne as a whimsical fantasy fable, a film made for kids but clever and creative enough for adults.|Fresh
The movie is interesting but that is not nearly enough to entertain, even if only for 106 minutes.|Rotten
The movie radiates quaint period charm from the start.|Fresh
A dignified, honest and comfortable epic in which the progress of man depends not only on his ingenuity in the invention and creation of artifacts that facilitate his existence, but of having an authentic interest for humanity. [Full review in Spanish]|Fresh
April and the Extraordinary World doesn't turn away from the darkness of the world - in fact, that darkness is integral to the plot. But our final impression is one of hope and wonder.|Fresh
As much as April and the Extraordinary World veers around a little too often and gets too self-indulgent with its exposition, the film effectively builds a whole other steampunk-inspired world in which viewers can get lost, gas masks and all.|Fresh
This hand-drawn animated feature by first-time directors Christian Desmares and Franck Ekinci is a steampunk marvel that will enchant both kids and adults with its high-concept premise.|Fresh
Given how sumptuous the details are in every scene, the alternate universe here, even as far from reality as it is, is conceivably real.|Fresh
"""April's"" sophisticated animation and unabashed visual invention more than make up for its unwholesomeness as an emotional vision."|Fresh
... at times I seemed to be seeing some kind of tribute to the adventures of Indiana Jones... [Full review in Spanish]|Fresh
Imagine Oliver Twist meets Jules Verne as a whimsical fantasy fable, a film made for kids but clever and creative enough for adults.|Fresh
The movie is interesting but that is not nearly enough to entertain, even if only for 106 minutes.|Rotten
The movie radiates quaint period charm from the start.|Fresh
A dignified, honest and comfortable epic in which the progress of man depends not only on his ingenuity in the invention and creation of artifacts that facilitate his existence, but of having an authentic interest for humanity. [Full review in Spanish]|Fresh
April and the Extraordinary World doesn't turn away from the darkness of the world - in fact, that darkness is integral to the plot. But our final impression is one of hope and wonder.|Fresh
As much as April and the Extraordinary World veers around a little too often and gets too self-indulgent with its exposition, the film effectively builds a whole other steampunk-inspired world in which viewers can get lost, gas masks and all.|Fresh
This hand-drawn animated feature by first-time directors Christian Desmares and Franck Ekinci is a steampunk marvel that will enchant both kids and adults with its high-concept premise.|Fresh
Given how sumptuous the details are in every scene, the alternate universe here, even as far from reality as it is, is conceivably real.|Fresh
"""April's"" sophisticated animation and unabashed visual invention more than make up for its unwholesomeness as an emotional vision."|Fresh
Even in today's world of banal CGI wonders, it would be a tall order to render the scope and detail of the Franklins' ominous steampunk world in a live-action tent-pole.|Fresh
Soot and steam seep into every frame, so that you can almost sense the picture wheezing.|Fresh
April is a creative and compelling film set in an alternate historic reality that imagines different results from the Industrial Revolution. It's essentially a steampunk fantasy with subtitles.|Fresh
The film seems constantly ready to collapse under the weight of its absurdity ... but it never does.|Fresh
There's enough imagination in the French-made animated adventure April and the Extraordinary World to spread across 10 movies, and enough visual wonder to match its tricky plot.|Fresh
Smart, clever, ceaselessly dazzling steampunk, drawn entirely from French visual sources, about a family of scientists obsessed with longevity from the pen of artist Jacques Tardi, set in an alternate Paris, where the Industrial Revolution never happened.|Fresh
April and the Extraordinary World is really, really weird. It's also really, really great,|Fresh
By the time the film finally brings the heroes face to face with the villains, these two hours are beginning to feel more like three.|Fresh
"""April"" is an imaginative, gorgeously animated sci-fi steampunk adventure with an endless number of cool things to look at and to think about."|Fresh
A fine animated film|Fresh
It's an oddball animated picture, but often wonderfully so.|Fresh
It cavalierly toys with the history of the mechanized world, making you thankful we have luxuries like cars and electricity. But it also makes an equally solid argument that it's those luxuries we depend on that are choking the life out of our planet.|Fresh
You miss out on this and you miss out on something entirely, amazingly original and jaw-droppingly entertaining. C'est magnifique!|Fresh
Fun, fast-paced French film d'animation that manages to keep its ideas from getting lost amid the steampunk aesthetics, frequent chases, and occasional explosions.|Fresh
If you're a steampunk fan, by all means go. Just don't expect a classic.|Rotten
It's a two-dimensional world on the screen, but the imagination at work is definitely in three dimensions.|Fresh
