[Rian Johnson] succeeded on a lot of levels; I feel like there were a lot of other levels that didn't work as much.|Fresh
The richest, most epic, most emotional Star Wars movie so far.|Fresh
A movie that allows for considerable plot development becomes stuffed to the brim with zigzagging, quick scene changes that left me sated, not satisfied.|Rotten
Star Wars: The Last Jedi is a complete shift for the Star Wars saga and a brave reinvention of the jedi mythos. [Full review in Spanish]|Fresh
It's great to have a filmmaker who evidently has been a fan of the franchise since he was a kid, but still also an 'outsider' who dared to take the 40-year-old saga into unexpected paths.|Fresh
It's a visually stunning movie, finding moments both macro and micro to highlight the beautiful imagination that Star Wars can evoke.|Fresh
I should say, that Star Wars the Last Jedi is the best Star Wars film we have to date by default. This film is a natural progression of the Star Wars films because it incorporates all the good things we loved about the previous Star Wars films.|Fresh
It may not be the reboot everyone wanted. But it's the one we deserve.|Fresh
The film is a great reminder to listen to your elders. [Full Review in Spanish]|Fresh
An enthralling and gripping piece of cinema that's both sublimely moving and visually beautiful, The Last Jedi, while flawed, is ultimately a breath of fresh air.|Fresh
[Rian Johnson] succeeded on a lot of levels; I feel like there were a lot of other levels that didn't work as much.|Fresh
The richest, most epic, most emotional Star Wars movie so far.|Fresh
A movie that allows for considerable plot development becomes stuffed to the brim with zigzagging, quick scene changes that left me sated, not satisfied.|Rotten
Star Wars: The Last Jedi is a complete shift for the Star Wars saga and a brave reinvention of the jedi mythos. [Full review in Spanish]|Fresh
It's great to have a filmmaker who evidently has been a fan of the franchise since he was a kid, but still also an 'outsider' who dared to take the 40-year-old saga into unexpected paths.|Fresh
It's a visually stunning movie, finding moments both macro and micro to highlight the beautiful imagination that Star Wars can evoke.|Fresh
I should say, that Star Wars the Last Jedi is the best Star Wars film we have to date by default. This film is a natural progression of the Star Wars films because it incorporates all the good things we loved about the previous Star Wars films.|Fresh
It may not be the reboot everyone wanted. But it's the one we deserve.|Fresh
The film is a great reminder to listen to your elders. [Full Review in Spanish]|Fresh
An enthralling and gripping piece of cinema that's both sublimely moving and visually beautiful, The Last Jedi, while flawed, is ultimately a breath of fresh air.|Fresh
[Rian Johnson] captured the tonal spirit of the preceding episodes and elevated it through bold and fresh ideas.|Fresh
When it works, it really works, but the fat overwhelms it all too often.|Fresh
The film starts off great and ends great, but sags in the middle. Still, well worth your while going to see, as it gives a good send off to a beloved character.|Fresh
A brilliant continuation of the saga that legitimizes the sequel trilogy and Disney's handling of the franchise..|Fresh
The Last Jedi is Disney's best contribution to the Star Wars canon so far and we can only hope that the final film of this trilogy will live up to the new standard.|Fresh
The Force Awakens came for your heart, but The Last Jedi is here for your spirit.|Fresh
The Last Jedi is certainly an adventure that will pull you this way and throw you that way but never ceases to be anything but Star Wars|Fresh
The Last Jedi is a powerful, emotional and ambitious film that makes for one of the best films in the series.|Fresh
The film examines a questioning of ideals held throughout the ages, a deconstruction of what we know and hold dear.|Fresh
Director Rian Johnson takes some major risks here. Some of them work well while other choices contribute to the film's uneven tone.|Fresh
It might not be what I wanted it to be, but I can't deny I was entertained.|Fresh
If The Force Awakens was an exercise in nostalgia, The Last Jedi is an experiment of expectancy. It pushes the boundaries of its characters, its audience, and the franchise's capacity...|Fresh
The Last Jedi isn't the Star Wars installment anyone wanted. It's the one we all deserve.|Fresh
A problem that carries over from The Force Awakens and becomes more evident here is the sense that the villains, and villainy in general, have been weakly determined.|Rotten
Like bantha fodder riddled with kyber crystals, The Last Jedi is a jumble of really good and kinda bad.|Fresh
A glorious cinematic tour-de-force, a sci-fi gift that never stops giving, a real achievement.|Fresh
The Last Jedi offers aimless entertainment.|Fresh
The film breaks many franchise traditions on all levels, but it does so with a lot of respect and with the ambition to build something new and exciting from what remains.|Fresh
If Awakens was about The Resistance and The First Order repeating the cycle of The Rebellion and The Empire, this one is all about how they have to become their own things and what the proper way to get there is going to be - and that's exciting.|Fresh
The Last Jedi breathes urgent purpose into the new trilogy, purpose it had yet to prove.|Fresh
More than merely a continuation, The Last Jedi is in many ways an ending to the Star Wars we've known. And like many endings, it's anarchic and frustrating and poignant.|Fresh
Whatever the future holds for Star Wars, The Last Jedi will leave a lasting mark on this legendary series with numerous moments that are shocking and powerful with just enough humor to cut the tension.|Fresh
"It's safe to say ""The Last Jedi"" is one of the best ""Star Wars"" movies ever made. It's right up there with ""Empire Strikes Back."""|Fresh
Grabs the audience from the very first scene and doesn't let up, guiding viewers on a thrill ride that will have audiences gasping, laughing and perhaps even shedding a tear.|Fresh
Big, bold and beautiful. It's hard to describe Rian Johnson's achievements here any other way.|Fresh
Rian Johnson's Star Wars: The Last Jedi manages to be both brilliant and terrible at the same time, a mix of classic mythos and insipid story telling.|Fresh
In every aspect conceivable, the film no longer operates between two realms, and the result is the most gratifying big-screen Star Wars experience thus far.|Fresh
I can only wonder what The Last Jedi might have been with Finn and Poe taking a backseat. Because there is a great film within what's ultimately a good one.|Fresh
[The Last Jedi is] proof that well-made franchise stories... can deliver a new engrossing chapter that respects the much-loved past while slowly closing the lid on it, and steer the ship in exciting, mature ways that push the boundaries...|Fresh
Star Wars: The Last Jedi works. It's macro and micro stories entertain, either if you're predisposed to like what it has to offer, or at least not actively resistant to it.|Fresh
But on many levels, The Last Jedi is the antithesis of the virulent discourse it generates: a reminder that flaws can give way to strengths, that being willing to be wrong is a strength, and that doing the work, not getting the credit, is what matters.|Fresh
"Whereas the first half is a sort of a convoluted mess. ""The Last Jedi"" becomes a dark and exciting sequel that becomes the film you've been looking for by the 75-minute mark."|Fresh
The success of The Last Jedi, like its father before it, will most likely rest on the conclusion of the trilogy.|Fresh
It's the one we've been waiting for.|Fresh
It's a two-and-a-half hour movie. It needs to be good in its own right, not just setting up for the next episode. A two-and-a-half hour, $200 million set up?|Rotten
If you're a fan, you're going to appreciate the story continuing (on and on). If you're into makeup and CGI, you'll appreciate every minute of it.|Fresh
It calls the very idea of solo heroism into question. There are plenty of daring heroics in The Last Jedi and no shortage of characters who want to step into Luke's or Han's shoes, but now that impulse is shown to just make things worse.|Fresh
