[The narrative is] condescending and dehumanizing. It's 2015, and we deserve better.|Rotten
With any luck the film will raise awareness for a horrendous disease, and it's well worth a watch for its honest portrayal of a man fighting back against tremendous adversity.|Fresh
The film-making might not be particularly polished, but the subject matter of this documentary is wrenching.|Fresh
The power of Clay Tweel's tear-jerking documentary, based on Gleason's video diaries, comes from the honesty and humour with which Gleason presents the gradual loss of control over his bodily functions.|Fresh
A truly humbling portrayal of human courage in the most testing of circumstances, Gleason delivers a seriously potent combination of heartbreak and inspiration.|Fresh
Unflinching in its honesty it offers a moving testimonial to an inspirational figure.|Fresh
This moving docu-portrait of former NFL player Steve Gleason's battle with motor neurone disease is as much heartrending home video as it is awareness-raiser.|Fresh
A moving testament to the courage shown by Gleason and his formidable wife, Michel ...|Fresh
Confronts ALS with the same courageous pragmatism, gritted teeth and humour as this deeply affecting documentary's leading man.|Fresh
The film is moving and insightful because it is more concerned with being honest than with being uplifting.|Fresh
[The narrative is] condescending and dehumanizing. It's 2015, and we deserve better.|Rotten
With any luck the film will raise awareness for a horrendous disease, and it's well worth a watch for its honest portrayal of a man fighting back against tremendous adversity.|Fresh
The film-making might not be particularly polished, but the subject matter of this documentary is wrenching.|Fresh
The power of Clay Tweel's tear-jerking documentary, based on Gleason's video diaries, comes from the honesty and humour with which Gleason presents the gradual loss of control over his bodily functions.|Fresh
A truly humbling portrayal of human courage in the most testing of circumstances, Gleason delivers a seriously potent combination of heartbreak and inspiration.|Fresh
Unflinching in its honesty it offers a moving testimonial to an inspirational figure.|Fresh
This moving docu-portrait of former NFL player Steve Gleason's battle with motor neurone disease is as much heartrending home video as it is awareness-raiser.|Fresh
A moving testament to the courage shown by Gleason and his formidable wife, Michel ...|Fresh
Confronts ALS with the same courageous pragmatism, gritted teeth and humour as this deeply affecting documentary's leading man.|Fresh
The film is moving and insightful because it is more concerned with being honest than with being uplifting.|Fresh
[Gleason] is not simply another inspiring story of one man's valiant fight against disease. In the end, it is real and raw, a true tale carrying its own kind of dignity.|Fresh
Gleason, needless to say, is not an easy sit.|Fresh
A moving portrait of a brave man's struggle against ALS.|Fresh
The videos are a way for Gleason to say everything he can to his baby boy before time runs out. That's enough to leave you a blubbering mess, but this doc, culled from home videos by director Clay Tweel, goes much further.|Fresh
"The gift of ""Gleason"" to moviegoers is that it depicts people who know they don't have all the answers and who are trying to figure them out in front of our eyes."|Fresh
Refreshing in its intimacy and the way it strips the halo off of noble suffering.|Fresh
[Steve] and Michel's perseverance [is] inspiring ... their capability to think of others at their own time of greatest need that make them such compelling subjects.|Fresh
This is a brutally honest look at ALS at every stage of the way, and thus becomes a fairly illuminating and heart-wrenching story.|Fresh
One of the most moving and flat-out heartbreaking documentaries ever made...|Fresh
It will likely stick with you for hours afterward. Hopefully longer.|Fresh
You don't need to know Steve Gleason's name to be enraptured by his extraordinary story.|Fresh
At times you sense the film is getting too intimate. But even then, you're too emotionally invested in this man, this family, to dare look away.|Fresh
You'll leave the theater a better person.|Fresh
... a raw but inspirational tribute to fatherhood and perseverance that overflows with humanity.|Fresh
[T]he film is inspiring in a way that few films are.|Fresh
"Gleason is very much an inspirational and difficult true sports tale. But there's something skeptically melodramatic about the doc at times; it's a strange negotiation of the nature of what's ""genuine"" in a documentary."|Fresh
"""Gleason"" tells an incredible tale of a family struggling through the inconceivable, frequently even with humor, but the marriage at its heart faces troubling, less explored, consequences."|Fresh
"""Gleason"" portrays great strength and great suffering in equal measure, lending vivid credence to tired platitudes about what it means to live life to the fullest."|Fresh
An emotionally rich documentary about a former NFL star and his wife finding ways to live a rich life despite the debilitations caused by ALS.|Fresh
"A lot of sports-themed films put a heroic, inspirational spin on the proceedings. You cheer, shed a few tears, and move on. That's so not ""Gleason."""|Fresh
Emotional docu's powerful story outweighs strong language.|Fresh
